"Collection Name","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Abstract#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Name#1","Subject Name URI#1","Subject Geographic#1","Subject Geographic URI#1","Subject Temporal#1","Subject Temporal URI#1","Identifier#1","Identifier ARK#1","Physical Location#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Embedded projectile point (Fig. A)","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 4.5"" x 5.5""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A detail photograph of a partially embedded projectile point in the center of the image, surrounded by partially embedded bones. There is a lowercase letter a in the bottom left corner.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","Projectile points","https://lccn.loc.gov/sh85107373","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_003_031.jpg","https://ark.colorado.edu/ark:/47540/qb7m2r9760vx","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","31","1247888","5254","arc-olc04_003_031.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~31~1247888"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Figure originals for report","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960/1972","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","39 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","Written descriptions of figures used in Joe Ben Wheat's Olsen-Chubbuck manuscript report as well as hand-drawn maps and drafts of page layouts.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc01-004_001_001.pdf","https://ark.colorado.edu/ark:/47540/0c0n8389j091","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","2","1247932","5254","arc-olc01-004_001_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~2~1247932"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Grid over bone bed (Fig. B)","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 2.75"" x 5.25""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a string grid over a section of partially excavated bone, collected in the center of the frame. Two skulls are visible in the middle of the bones. A lowercase letter b is printed in the bottom left corner.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_003_024.jpg","https://ark.colorado.edu/ark:/47540/jf7q2m81k7sz","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","29","1247890","5254","arc-olc04_003_024.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~29~1247890"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Grid over bone bed, JBW 60-3-3","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 2.5"" x 3.5""","black-and-white negatives","https://vocab.getty.edu/aat/300128343","A photograph of a string grid over the middle section of the bone bed. Bones are collected in the center of the frame.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc05_002_093_001.jpg","https://ark.colorado.edu/ark:/47540/fx3z9w86z7c9","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","48","1247871","5254","arc-olc05_002_093_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~48~1247871"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Grid over end of bone bed (Fig. B)","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 2.5"" x 5.25""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a string grid over the end of a column of partially excavated bone. The upper left and upper right quadrants are in shadow. There is a lowercase letter b printed in the bottom right corner.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_003_028.jpg","https://ark.colorado.edu/ark:/47540/pv502f61w9s5","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","30","1247889","5254","arc-olc04_003_028.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~30~1247889"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Hammerstone-anvil and Side Scraper","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 8” x 10”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a light-colored round stone hammerstone-anvil, UCM# 10492, a semi-triangular stone side scraper, UCM# 10491, and a small light-colored stick to the right of both objects. All three rest on a light-colored surface and cast long shadows to the left of the frame.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_001_002_001.jpg","https://ark.colorado.edu/ark:/47540/wp1k8x47467h","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","18","1247901","5254","arc-olc04_001_002_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~18~1247901"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Illustration of bison butchering","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 4"" x 5""","black-and-white negatives","https://vocab.getty.edu/aat/300128343","A negative of a hand-drawn illustration, showing a group of people in the process of butchering a herd of bison. The bison are collected in an arroyo running through the center of the frame, with people on either side dismembering the bison or cooking around a fire.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc05_003_009_001.jpg","https://ark.colorado.edu/ark:/47540/t06s0j7168xv","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","57","1247862","5254","arc-olc05_003_009_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~57~1247862"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Illustration of bison kill","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 4"" x 5""","black-and-white negatives","https://vocab.getty.edu/aat/300128343","A negative of a hand-drawn illustration, showing three people holding weapons in front of a stampeding herd of bison. Some of the bison run into an arroyo in the middle of the image, while others run towards the right of the frame.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc05_003_007_001.jpg","https://ark.colorado.edu/ark:/47540/z1828x95506n","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","55","1247864","5254","arc-olc05_003_007_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~55~1247864"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Illustration of bison kill","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 4"" x 5""","black-and-white negatives","https://vocab.getty.edu/aat/300128343","A negative of a hand-drawn illustration, showing several people holding arrow-like weapons surrounding a herd of bison on a grassy plain.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc05_003_008_001.jpg","https://ark.colorado.edu/ark:/47540/qz6t4k71g366","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","56","1247863","5254","arc-olc05_003_008_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~56~1247863"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Illustrations for manuscript","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960/1972","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","39 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A combination of hand-drawn and printed illustrations used in Joe Ben Wheat's Olsen-Chubbuck manuscript, labeled with letters and numbers.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc01-003_001_001.pdf","https://ark.colorado.edu/ark:/47540/fg2t3621q935","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1","1247934","5254","arc-olc01-003_001_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~1~1247934"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Joe Ben Wheat field notebook","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","44 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A small spiral-bound field notebook, containing Joe Ben Wheat's handwritten notes and sketched maps of the Olsen-Chubbuck archeological dig site.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-01_006_001.pdf","https://ark.colorado.edu/ark:/47540/9k2h9s48201j","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","7","1247922","5254","arc-olc02-01_006_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~7~1247922"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Lister, Olsen, Chubbuck at site in May 1958, JBW 58 OC-65","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958","","","","1 photograph; 2.5"" x 2.5""","black-and-white negatives","https://vocab.getty.edu/aat/300128343","A photograph of the Olsen-Chubbuck archeological site. Three people, identified as Lister, Sigurd Olsen, and Jerry Chubbuck, stand around a partially dug hole. One of them holds a shovel. Negative of print UCM# arc-olc04_001_001_041.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc05_002_065_001.jpg","https://ark.colorado.edu/ark:/47540/9c230w45f614","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","47","1247872","5254","arc-olc05_002_065_001.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~47~1247872"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Olsen-Chubbuck site, articulated bones: field notebook","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","112 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A folder of handwritten tables and hand-drawn diagrams describing excavated bones at the Olsen-Chubbuck archeological dig site. The folder is divided into eight sections: complete animals, partly butchered units, pelvic girdle units, rear leg units, front leg units, foot units, vertebral column units, and skull units.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-01_005_001.pdf","https://ark.colorado.edu/ark:/47540/kb5j403332wt","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","6","1247924","5254","arc-olc02-01_005_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~6~1247924"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Olsen-Chubbuck site, disarticulated bones: field notebook","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","162 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A folder of handwritten tables describing the number, size, location, and other elements of bones from the excavation of the Olsen-Chubbuck archeological dig site.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-01_004_001.pdf","https://ark.colorado.edu/ark:/47540/933x1j48j8h2","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5","1247926","5254","arc-olc02-01_004_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~5~1247926"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Olsen-Chubbuck site: field notebook","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Field notes","https://vocab.getty.edu/aat/300027201","1960","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","186 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","A large book of Joe Ben Wheat's notes from the Olsen-Chubbuck archeological dig site, separated into five sections: plans and cross-sections, section and unit drawings, skull and bone measurements, unit lists and analysis, and artifacts.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc02-01_002_001.pdf","https://ark.colorado.edu/ark:/47540/jz6h4d67n84f","CU Museum of Natural History","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","4","1247928","5254","arc-olc02-01_002_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~4~1247928"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Partial bison skeleton 5-U","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1960","","","","1 photograph; 8” x 10”","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a partially excavated skeleton, extending from the top of the frame to the bottom. Ribs and part of a spinal column are visible at the top. Some of the bones are numbered with dark ink, including numbers 5-CC and 5-U. Print of negative JBW 60-14-1/UCM# arc-olc05_002_169_001.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_002_007a.jpg","https://ark.colorado.edu/ark:/47540/t1708k71d9g0","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","26","1247893","5254","arc-olc04_002_007a.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~26~1247893"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Plate 13C vertical grid of section 5","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 2.5"" x 4""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of a string grid over section 5 of the Olsen-Chubbuck archeological site, with an assortment of bones in a diagonal line from the center of the frame to the bottom right, with empty patches of dirt on each side.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_004_013_003.jpg","https://ark.colorado.edu/ark:/47540/vb4x3m04t01j","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","39","1247880","5254","arc-olc04_004_013_003.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~39~1247880"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Plate 15D, unit 10-BB, and point 5-II","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 3.5"" x 5""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A close-up photograph of several bones. There is a segment of a spinal column marked ""10-BB"" in dark ink, with a dark stone projectile point embedded between two ribs. There is a black and white ruler for scale at the top of the frame. Written on verso: ""7 is better Point 5-II"". Print of negative JBW60-13-6/UCM#arc-olc05_002_166_001.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_004_015_004.jpg","https://ark.colorado.edu/ark:/47540/z92n254194ps","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","40","1247879","5254","arc-olc04_004_015_004.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~40~1247879"
"CU Museum of Natural History: Olsen-Chubbuck Collection","Plate 2B view to east from site","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1958/1960","","","","1 photograph; 3.5"" x 5""","black-and-white photographs","https://vocab.getty.edu/aat/300128347","A photograph of the view to the East from the Olsen-Chubbuck archeological site, a dry scrubland with sparse vegetation and two long furrows in the center of the frame. Print of negative JBW 58 OC-4/UCM#arc-olc05_002_004_001.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Prehistoric peoples","https://lccn.loc.gov/sh85080302","Bison","https://lccn.loc.gov/sh85014451","Paleo-Indians","https://lccn.loc.gov/sh85097016","","","","","Olsen-Chubbuck Site (Colo.)","https://lccn.loc.gov/sh2006006916","Twentieth century","https://lccn.loc.gov/sh85139020","arc-olc04_004_002_002.jpg","https://ark.colorado.edu/ark:/47540/9q9v4z53v7xg","CU Museum of Natural History","2024","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","33","1247886","5254","arc-olc04_004_002_002.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~49~49~33~1247886"
